loan_id,borrower_id,borrower_name,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1857,BW-1357,Michael Garcia,JUMBO,2022-10-19,2052-10-19,207000,201412,5.13,360,IL,PURCHASE,C,5 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1858,BW-1358,Linda Clark,VA,2021-07-25,2051-07-25,350000,337733,6.79,360,PA,PURCHASE,B,7 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1859,BW-1359,Thomas Perez,FHA,2023-11-26,2053-11-26,416000,413218,7.62,360,IN,PURCHASE,C,11 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1860,BW-1360,Andrew Wright,CONVENTIONAL,2022-08-26,2052-08-26,359000,352407,7.72,360,MI,PURCHASE,A,12 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1861,BW-1361,Mark Smith,CONVENTIONAL,2021-06-22,2051-06-22,525000,501288,5.52,360,CO,PURCHASE,A,3 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1862,BW-1362,Susan Lopez,JUMBO,2023-08-05,2053-08-05,326000,323184,7.83,360,AL,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1863,BW-1363,Donald Jones,CONVENTIONAL,2021-07-24,2051-07-24,522000,505840,7.47,360,MA,PURCHASE,A,3 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1864,BW-1364,Mary Miller,FHA,2023-11-23,2053-11-23,637000,632815,7.71,360,CA,PURCHASE,C,8 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1865,BW-1365,John Martinez,FHA,2022-02-01,2052-02-01,457000,443410,6.43,360,AZ,PURCHASE,C,6 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1866,BW-1366,Kimberly Hill,CONVENTIONAL,2023-06-07,2053-06-07,151000,149179,6.94,360,WI,PURCHASE,B,7 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1867,BW-1367,Margaret Johnson,VA,2022-08-06,2052-08-06,198000,191665,4.68,360,AZ,PURCHASE,B,8 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1868,BW-1368,Andrew White,JUMBO,2022-05-13,2052-05-13,489000,474582,5.85,360,IN,PURCHASE,B,6 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1869,BW-1369,Andrew Flores,FHA,2022-12-06,2052-12-06,608000,593868,5.41,360,UT,PURCHASE,B,2 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1870,BW-1370,Richard Flores,VA,2022-07-27,2052-07-27,558000,547084,7.62,360,OH,PURCHASE,D,5 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1871,BW-1371,Michelle Rodriguez,CONVENTIONAL,2022-03-19,2052-03-19,288000,281589,7.79,360,MO,PURCHASE,A,4 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1872,BW-1372,Daniel Hernandez,CONVENTIONAL,2022-05-05,2052-05-05,346000,334811,5.33,360,LA,PURCHASE,D,9 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1873,BW-1373,Susan Martinez,USDA,2021-03-12,2051-03-12,469000,445626,5.43,360,OR,PURCHASE,A,12 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1874,BW-1374,John Hernandez,CONVENTIONAL,2022-11-06,2052-11-06,156000,152204,5.44,360,AL,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1875,BW-1375,Sarah Robinson,JUMBO,2023-10-12,2053-10-12,563000,558344,7.09,360,FL,PURCHASE,C,6 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1876,BW-1376,Elizabeth Anderson,FHA,2022-09-23,2052-09-23,212000,207405,6.6,360,AZ,PURCHASE,A,6 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1877,BW-1377,Matthew Sanchez,JUMBO,2023-03-25,2053-03-25,439000,432515,6.94,360,PA,PURCHASE,B,4 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1878,BW-1378,Richard Johnson,FHA,2021-09-09,2051-09-09,155000,149400,6.28,360,TN,PURCHASE,D,7 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1879,BW-1379,Steven Robinson,FHA,2023-09-27,2053-09-27,458000,453698,6.94,360,MN,PURCHASE,A,11 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1880,BW-1380,Sandra Rodriguez,VA,2021-02-21,2051-02-21,307000,290966,5.31,360,SC,PURCHASE,A,9 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1881,BW-1381,Elizabeth Jackson,FHA,2023-12-22,2053-12-22,293000,290053,4.83,360,AZ,PURCHASE,C,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1882,BW-1382,Susan Jones,CONVENTIONAL,2023-10-07,2053-10-07,478000,474365,7.52,360,FL,PURCHASE,A,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1883,BW-1383,Robert Harris,FHA,2022-02-19,2052-02-19,582000,566322,6.97,360,SC,PURCHASE,D,11 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1884,BW-1384,Richard Martin,FHA,2021-05-07,2051-05-07,422000,406736,6.94,360,TN,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1885,BW-1385,Daniel Martinez,CONVENTIONAL,2023-04-15,2053-04-15,362000,355034,5.17,360,AZ,PURCHASE,D,8 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1886,BW-1386,Michael Walker,CONVENTIONAL,2021-10-09,2051-10-09,579000,557430,5.93,360,LA,PURCHASE,A,4 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1887,BW-1387,Betty Harris,USDA,2022-12-06,2052-12-06,207000,203732,7.49,360,LA,PURCHASE,C,10 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1888,BW-1388,Donna Taylor,VA,2023-08-14,2053-08-14,180000,177903,6.28,360,IL,PURCHASE,B,3 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1889,BW-1389,Nancy Perez,FHA,2023-06-25,2053-06-25,423000,418708,7.83,360,WA,PURCHASE,C,7 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1890,BW-1390,Jessica Rodriguez,VA,2021-12-04,2051-12-04,506000,489299,6.24,360,CA,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1891,BW-1391,Patricia Torres,JUMBO,2022-04-10,2052-04-10,195000,189617,6.43,360,WI,PURCHASE,B,10 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1892,BW-1392,Richard Lee,JUMBO,2023-07-04,2053-07-04,576000,569824,7.15,360,PA,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1893,BW-1393,Thomas Allen,FHA,2021-09-15,2051-09-15,352000,334957,4.59,360,MI,PURCHASE,B,12 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1894,BW-1394,Donna Miller,CONVENTIONAL,2021-01-23,2051-01-23,470000,447305,5.92,360,IN,PURCHASE,A,5 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1895,BW-1395,Betty Nguyen,JUMBO,2021-05-24,2051-05-24,569000,542969,5.61,360,GA,PURCHASE,D,6 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1896,BW-1396,Robert Williams,USDA,2022-09-23,2052-09-23,508000,493707,5.16,360,MD,PURCHASE,A,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1897,BW-1397,Jennifer Smith,USDA,2023-09-07,2053-09-07,554000,545910,4.56,360,CA,PURCHASE,D,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1898,BW-1398,Sarah Johnson,FHA,2023-08-23,2053-08-23,581000,574518,6.51,360,CA,PURCHASE,D,6 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1899,BW-1399,Steven Clark,CONVENTIONAL,2021-09-27,2051-09-27,289000,277472,5.72,360,NC,PURCHASE,D,3 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1900,BW-1400,Matthew Young,FHA,2022-10-26,2052-10-26,368000,357745,4.95,360,WI,PURCHASE,A,10 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1901,BW-1401,Matthew Hernandez,USDA,2021-07-04,2051-07-04,301000,288088,5.65,360,NC,PURCHASE,C,6 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1902,BW-1402,David Thomas,FHA,2022-12-11,2052-12-11,424000,414579,5.66,360,OK,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1903,BW-1403,Robert Nguyen,VA,2022-04-10,2052-04-10,497000,482434,6.1,360,PA,PURCHASE,C,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1904,BW-1404,Donna Hill,FHA,2022-10-25,2052-10-25,213000,209438,7.72,360,MI,PURCHASE,A,3 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1905,BW-1405,Elizabeth Harris,VA,2021-03-17,2051-03-17,301000,286971,5.82,360,OR,PURCHASE,C,2 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1906,BW-1406,Jennifer Scott,CONVENTIONAL,2023-03-09,2053-03-09,201000,197644,6.29,360,OH,PURCHASE,B,8 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1907,BW-1407,Robert Miller,CONVENTIONAL,2021-07-27,2051-07-27,262000,248716,4.67,360,MA,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1908,BW-1408,Betty Johnson,JUMBO,2022-03-27,2052-03-27,536000,518354,5.66,360,PA,PURCHASE,C,9 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1909,BW-1409,Barbara White,CONVENTIONAL,2022-04-25,2052-04-25,486000,474363,7.2,360,SC,PURCHASE,D,2 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1910,BW-1410,Betty Hill,VA,2023-09-20,2053-09-20,346000,341899,5.71,360,KY,PURCHASE,A,12 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1911,BW-1411,Barbara Miller,USDA,2023-08-06,2053-08-06,275000,271296,5.5,360,AL,PURCHASE,A,2 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1912,BW-1412,Christopher Scott,VA,2023-05-19,2053-05-19,558000,549497,6.08,360,WA,PURCHASE,B,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1913,BW-1413,Richard White,USDA,2021-10-28,2051-10-28,576000,555692,6.24,360,VA,PURCHASE,A,3 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1914,BW-1414,Michelle Lopez,CONVENTIONAL,2021-05-25,2051-05-25,476000,458969,7,360,NJ,PURCHASE,C,5 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1915,BW-1415,Richard Smith,CONVENTIONAL,2022-03-28,2052-03-28,325000,315934,6.58,360,AL,PURCHASE,B,11 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1916,BW-1416,Michael Lee,VA,2022-07-10,2052-07-10,403000,391933,5.79,360,CT,PURCHASE,D,10 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1917,BW-1417,Patricia Moore,USDA,2022-06-26,2052-06-26,627000,608296,5.56,360,WI,PURCHASE,D,8 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1918,BW-1418,William Lewis,USDA,2021-03-06,2051-03-06,592000,569435,6.96,360,IL,PURCHASE,C,12 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1919,BW-1419,Patricia Wilson,CONVENTIONAL,2022-12-15,2052-12-15,304000,299117,7.4,360,CT,PURCHASE,D,3 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1920,BW-1420,Betty Wright,CONVENTIONAL,2021-01-06,2051-01-06,459000,440738,7.02,360,TN,PURCHASE,A,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1921,BW-1421,Mary Martin,VA,2021-08-26,2051-08-26,442000,424844,6.05,360,IL,PURCHASE,B,6 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1922,BW-1422,Barbara Lopez,VA,2022-02-22,2052-02-22,151000,144815,4.61,360,MA,PURCHASE,C,11 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1923,BW-1423,Andrew Williams,USDA,2022-01-11,2052-01-11,349000,338497,6.56,360,MD,PURCHASE,A,6 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1924,BW-1424,Ashley Brown,FHA,2021-05-03,2051-05-03,619000,599730,7.76,360,IN,PURCHASE,C,8 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1925,BW-1425,Susan Smith,FHA,2022-10-07,2052-10-07,415000,407939,7.63,360,AL,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1926,BW-1426,Betty Smith,JUMBO,2022-08-05,2052-08-05,389000,381856,7.72,360,WA,PURCHASE,B,8 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1927,BW-1427,David Perez,VA,2023-10-28,2053-10-28,246000,243962,7.08,360,MI,PURCHASE,B,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1928,BW-1428,Karen Lopez,CONVENTIONAL,2022-02-13,2052-02-13,487000,474980,7.44,360,NC,PURCHASE,C,2 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1929,BW-1429,Jennifer Perez,VA,2023-07-09,2053-07-09,498000,492123,6.65,360,IN,PURCHASE,B,10 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1930,BW-1430,Kimberly King,VA,2021-04-18,2051-04-18,402000,386215,6.64,360,MA,PURCHASE,B,9 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1931,BW-1431,Betty White,USDA,2023-10-26,2053-10-26,416000,412659,7.24,360,MO,PURCHASE,D,11 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1932,BW-1432,William Allen,VA,2022-12-12,2052-12-12,385000,376035,5.4,360,MD,PURCHASE,B,7 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1933,BW-1433,Daniel Jackson,JUMBO,2023-05-22,2053-05-22,498000,489510,5.47,360,WI,PURCHASE,D,12 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1934,BW-1434,Steven Sanchez,VA,2022-11-25,2052-11-25,571000,557743,5.7,360,MO,PURCHASE,D,7 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1935,BW-1435,Jennifer Scott,USDA,2023-11-15,2053-11-15,158000,156288,5.08,360,WA,PURCHASE,B,12 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1936,BW-1436,Sarah Nguyen,JUMBO,2022-04-10,2052-04-10,477000,460511,5.17,360,TN,PURCHASE,D,3 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1937,BW-1437,Steven Martinez,CONVENTIONAL,2023-02-07,2053-02-07,556000,547491,7.07,360,AZ,PURCHASE,D,7 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1938,BW-1438,Barbara Anderson,JUMBO,2023-04-28,2053-04-28,570000,561524,6.57,360,KY,PURCHASE,B,5 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1939,BW-1439,Emily Gonzalez,JUMBO,2022-06-23,2052-06-23,527000,513040,6.22,360,MD,PURCHASE,A,3 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1940,BW-1440,Mark Martinez,USDA,2023-03-05,2053-03-05,153000,150309,6.01,360,TN,PURCHASE,B,3 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1941,BW-1441,Jennifer White,VA,2023-05-24,2053-05-24,180000,177421,6.41,360,OH,PURCHASE,B,9 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1942,BW-1442,Sandra Lee,VA,2023-08-25,2053-08-25,409000,405003,7.2,360,NJ,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1943,BW-1443,Sandra Smith,VA,2022-12-11,2052-12-11,413000,402926,5.14,360,CO,PURCHASE,B,8 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1944,BW-1444,Ashley Gonzalez,USDA,2021-11-10,2051-11-10,508000,491395,6.48,360,WA,PURCHASE,B,8 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1945,BW-1445,Robert Lopez,CONVENTIONAL,2022-10-06,2052-10-06,452000,444294,7.62,360,LA,PURCHASE,D,5 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1946,BW-1446,Kimberly Lee,VA,2021-11-26,2051-11-26,430000,411887,5.04,360,OH,PURCHASE,D,6 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1947,BW-1447,Karen Perez,FHA,2021-05-08,2051-05-08,341000,327653,6.5,360,MO,PURCHASE,D,8 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1948,BW-1448,Anthony Moore,FHA,2022-11-22,2052-11-22,292000,284492,5.13,360,NJ,PURCHASE,C,10 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1949,BW-1449,Barbara Smith,CONVENTIONAL,2022-05-09,2052-05-09,584000,566218,5.67,360,WI,PURCHASE,A,9 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1950,BW-1450,Anthony Taylor,CONVENTIONAL,2021-03-18,2051-03-18,200000,190218,5.54,360,KY,PURCHASE,D,9 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1951,BW-1451,James Young,JUMBO,2023-11-27,2053-11-27,496000,490345,4.8,360,AL,PURCHASE,A,5 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1952,BW-1452,Christopher Hernandez,FHA,2022-10-28,2052-10-28,206000,202481,7.61,360,NY,PURCHASE,A,7 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1953,BW-1453,Sarah Hill,USDA,2021-08-23,2051-08-23,486000,470664,7.2,360,OR,PURCHASE,B,12 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1954,BW-1454,Linda Taylor,CONVENTIONAL,2023-10-17,2053-10-17,208000,205307,4.69,360,OK,PURCHASE,D,2 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1955,BW-1455,Donna Garcia,VA,2023-12-02,2053-12-02,380000,377417,6.92,360,AL,PURCHASE,D,9 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1956,BW-1456,Steven Thomas,USDA,2021-02-18,2051-02-18,599000,578110,7.6,360,CT,PURCHASE,D,9 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1957,BW-1457,David White,USDA,2022-08-24,2052-08-24,199000,193925,5.96,360,MD,PURCHASE,C,8 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1958,BW-1458,Sarah Ramirez,FHA,2023-04-23,2053-04-23,160000,156575,4.57,360,UT,PURCHASE,D,9 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1959,BW-1459,Jennifer Smith,FHA,2022-08-10,2052-08-10,185000,181228,7.17,360,AL,PURCHASE,B,6 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1960,BW-1460,Matthew Taylor,CONVENTIONAL,2021-03-04,2051-03-04,265000,250116,4.72,360,PA,PURCHASE,C,8 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1961,BW-1461,Paul Martinez,USDA,2022-08-27,2052-08-27,410000,398397,5.38,360,FL,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1962,BW-1462,Barbara Martinez,VA,2023-04-21,2053-04-21,361000,354862,5.85,360,SC,PURCHASE,D,8 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1963,BW-1463,Barbara Jackson,FHA,2023-08-25,2053-08-25,382000,376334,4.97,360,MD,PURCHASE,A,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1964,BW-1464,Jennifer Rodriguez,VA,2022-06-07,2052-06-07,632000,614451,5.96,360,AL,PURCHASE,A,4 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1965,BW-1465,Anthony Young,USDA,2021-06-24,2051-06-24,343000,332573,7.73,360,GA,PURCHASE,A,10 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
